datetime,open,high,low,close
2016-01-03 16:00:00,1.08701,1.08723,1.08432,1.08453
2016-01-03 20:00:00,1.08453,1.08834,1.08272,1.08793
2016-01-04 00:00:00,1.08794,1.09464,1.0874,1.09239
2016-01-04 04:00:00,1.0924,1.09357,1.08967,1.09072
2016-01-04 08:00:00,1.09001,1.09051,1.07811,1.08032
2016-01-04 12:00:00,1.08027,1.08368,1.08,1.0829
2016-01-04 16:00:00,1.0829,1.08368,1.08178,1.08315
2016-01-04 20:00:00,1.08314,1.08388,1.0815,1.08226
2016-01-05 00:00:00,1.08227,1.08365,1.07852,1.07895
2016-01-05 04:00:00,1.07894,1.07987,1.07501,1.07515
2016-01-05 08:00:00,1.07514,1.07572,1.07106,1.07421
2016-01-05 12:00:00,1.0742,1.0753,1.07331,1.07499
2016-01-05 16:00:00,1.07498,1.07582,1.07413,1.07441
2016-01-05 20:00:00,1.07443,1.07732,1.07392,1.07492
2016-01-06 00:00:00,1.07492,1.07548,1.07189,1.07355
2016-01-06 04:00:00,1.07355,1.07597,1.07201,1.07432
2016-01-06 08:00:00,1.07431,1.0767,1.07185,1.07612
2016-01-06 12:00:00,1.07616,1.07994,1.07471,1.07874
2016-01-06 16:00:00,1.07872,1.079,1.07733,1.07776
2016-01-06 20:00:00,1.07774,1.08255,1.07745,1.08234
2016-01-07 00:00:00,1.08239,1.08296,1.0771,1.08068
2016-01-07 04:00:00,1.08077,1.08745,1.08076,1.08585
2016-01-07 08:00:00,1.08585,1.08748,1.0826,1.08597
2016-01-07 12:00:00,1.08599,1.09401,1.08557,1.09343
2016-01-07 16:00:00,1.09344,1.09398,1.09116,1.09181
2016-01-07 20:00:00,1.0918,1.09225,1.08716,1.08742
2016-01-08 00:00:00,1.08743,1.08996,1.08547,1.08719
2016-01-08 04:00:00,1.08718,1.08828,1.08586,1.08661
2016-01-08 08:00:00,1.08659,1.09169,1.0803,1.08846
2016-01-08 12:00:00,1.08844,1.09214,1.08702,1.09194
2016-01-08 16:00:00,1.09193,1.093,1.09172,1.09218
2016-01-10 16:00:00,1.0917,1.09698,1.09169,1.09384
2016-01-10 20:00:00,1.09384,1.09453,1.0908,1.09138
2016-01-11 00:00:00,1.09135,1.09337,1.08722,1.08841
2016-01-11 04:00:00,1.08841,1.091,1.08812,1.0899
2016-01-11 08:00:00,1.08992,1.09028,1.0848,1.08774
2016-01-11 12:00:00,1.08774,1.08986,1.085,1.08521
2016-01-11 16:00:00,1.08522,1.08657,1.08502,1.08522
2016-01-11 20:00:00,1.0852,1.08847,1.08411,1.08821
2016-01-12 00:00:00,1.08821,1.09001,1.0872,1.08845
2016-01-12 04:00:00,1.08846,1.08885,1.08359,1.08429
2016-01-12 08:00:00,1.08429,1.08608,1.08196,1.08351
2016-01-12 12:00:00,1.08351,1.08777,1.08203,1.08538
2016-01-12 16:00:00,1.08539,1.08604,1.08306,1.08375
2016-01-12 20:00:00,1.08374,1.08383,1.0811,1.08278
2016-01-13 00:00:00,1.08276,1.08379,1.08093,1.08236
2016-01-13 04:00:00,1.08235,1.08299,1.08048,1.08143
2016-01-13 08:00:00,1.08144,1.0882,1.08142,1.08621
2016-01-13 12:00:00,1.08621,1.08835,1.08445,1.08826
2016-01-13 16:00:00,1.08825,1.08942,1.08719,1.08861
2016-01-13 20:00:00,1.08859,1.08966,1.08756,1.08915
2016-01-14 00:00:00,1.08915,1.09183,1.0854,1.09129
2016-01-14 04:00:00,1.0913,1.0943,1.08826,1.0886
2016-01-14 08:00:00,1.0886,1.09177,1.08345,1.08616
2016-01-14 12:00:00,1.08616,1.08694,1.08465,1.08645
2016-01-14 16:00:00,1.08641,1.08704,1.08542,1.08641
2016-01-14 20:00:00,1.08642,1.08895,1.08618,1.08829
2016-01-15 00:00:00,1.0883,1.09046,1.08608,1.09004
2016-01-15 04:00:00,1.09006,1.09186,1.08893,1.09082
2016-01-15 08:00:00,1.09083,1.09845,1.09082,1.09635
2016-01-15 12:00:00,1.09635,1.09832,1.09071,1.09172
2016-01-15 16:00:00,1.09171,1.09199,1.09057,1.09139
2016-01-17 16:00:00,1.09228,1.09272,1.09072,1.09123
2016-01-17 20:00:00,1.09124,1.09125,1.0887,1.0896
2016-01-18 00:00:00,1.08958,1.09049,1.08744,1.08897
2016-01-18 04:00:00,1.08898,1.09093,1.08855,1.08958
2016-01-18 08:00:00,1.08958,1.09007,1.08687,1.08848
2016-01-18 12:00:00,1.08847,1.08989,1.08838,1.08984
2016-01-18 16:00:00,1.08984,1.08992,1.08809,1.0883
2016-01-18 20:00:00,1.08831,1.09049,1.08814,1.08878
2016-01-19 00:00:00,1.08878,1.08881,1.08592,1.08841
2016-01-19 04:00:00,1.08844,1.08889,1.08598,1.08745
2016-01-19 08:00:00,1.08745,1.09096,1.08604,1.09041
2016-01-19 12:00:00,1.0904,1.09388,1.09007,1.091
2016-01-19 16:00:00,1.091,1.09244,1.09049,1.09213
2016-01-19 20:00:00,1.09213,1.09549,1.09182,1.09538
2016-01-20 00:00:00,1.09537,1.09758,1.09371,1.09623
2016-01-20 04:00:00,1.09621,1.09656,1.08976,1.09138
2016-01-20 08:00:00,1.09138,1.09332,1.08878,1.09068
2016-01-20 12:00:00,1.09068,1.09363,1.08772,1.08912
2016-01-20 16:00:00,1.08914,1.08957,1.08671,1.08741
2016-01-20 20:00:00,1.08742,1.08931,1.08689,1.08907
2016-01-21 00:00:00,1.08906,1.0921,1.08853,1.08991
2016-01-21 04:00:00,1.0899,1.09155,1.08864,1.09005
2016-01-21 08:00:00,1.09006,1.09208,1.07777,1.08325
2016-01-21 12:00:00,1.08324,1.09003,1.08269,1.0888
2016-01-21 16:00:00,1.08878,1.0889,1.08428,1.08538
2016-01-21 20:00:00,1.08536,1.08536,1.08297,1.08342
2016-01-22 00:00:00,1.08342,1.08484,1.08131,1.08414
2016-01-22 04:00:00,1.08413,1.08628,1.08143,1.08182
2016-01-22 08:00:00,1.08182,1.08376,1.07942,1.08131
2016-01-22 12:00:00,1.08134,1.08177,1.07891,1.07966
2016-01-22 16:00:00,1.07965,1.08016,1.07923,1.07954
2016-01-24 16:00:00,1.07913,1.08016,1.07882,1.07961
2016-01-24 20:00:00,1.07962,1.0817,1.07936,1.0811
2016-01-25 00:00:00,1.08111,1.08353,1.08059,1.08265
2016-01-25 04:00:00,1.0826,1.08326,1.08087,1.08178
2016-01-25 08:00:00,1.08178,1.08454,1.08144,1.08305
2016-01-25 12:00:00,1.08306,1.08565,1.08235,1.08543
2016-01-25 16:00:00,1.08544,1.08568,1.08439,1.08455
2016-01-25 20:00:00,1.08456,1.08593,1.08417,1.08512
2016-01-26 00:00:00,1.08511,1.08744,1.0841,1.08452
2016-01-26 04:00:00,1.08452,1.08541,1.08186,1.08252
2016-01-26 08:00:00,1.08253,1.08567,1.08228,1.08447
2016-01-26 12:00:00,1.08446,1.08611,1.08366,1.0859
2016-01-26 16:00:00,1.08594,1.08708,1.08517,1.08535
2016-01-26 20:00:00,1.08536,1.08702,1.08506,1.08601
2016-01-27 00:00:00,1.08599,1.0882,1.08527,1.0867
2016-01-27 04:00:00,1.0867,1.0893,1.08662,1.08883
2016-01-27 08:00:00,1.0889,1.09119,1.08639,1.08672
2016-01-27 12:00:00,1.08673,1.09163,1.08598,1.08923
2016-01-27 16:00:00,1.08915,1.0907,1.08854,1.08956
2016-01-27 20:00:00,1.08957,1.08968,1.08832,1.08843
2016-01-28 00:00:00,1.08842,1.09061,1.08696,1.09024
2016-01-28 04:00:00,1.09026,1.09265,1.08936,1.09038
2016-01-28 08:00:00,1.09048,1.09562,1.0892,1.09521
2016-01-28 12:00:00,1.09521,1.09675,1.09399,1.09408
2016-01-28 16:00:00,1.09414,1.09458,1.09286,1.09296
2016-01-28 20:00:00,1.09295,1.09485,1.08828,1.09286
2016-01-29 00:00:00,1.09286,1.09286,1.0885,1.08936
2016-01-29 04:00:00,1.08936,1.0926,1.089,1.09182
2016-01-29 08:00:00,1.09184,1.09218,1.08099,1.08318
2016-01-29 12:00:00,1.08316,1.08452,1.08198,1.0833
2016-01-29 16:00:00,1.08331,1.08368,1.0828,1.0828
2016-01-31 16:00:00,1.08302,1.08391,1.08149,1.08372
2016-01-31 20:00:00,1.08372,1.08523,1.08344,1.08479
2016-02-01 00:00:00,1.08481,1.08598,1.08413,1.08497
2016-02-01 04:00:00,1.08496,1.08795,1.08409,1.08789
2016-02-01 08:00:00,1.0879,1.09127,1.08732,1.08878
2016-02-01 12:00:00,1.08877,1.09063,1.08827,1.08943
2016-02-01 16:00:00,1.08945,1.08999,1.08836,1.08952
2016-02-01 20:00:00,1.08955,1.09189,1.08942,1.09154
2016-02-02 00:00:00,1.09152,1.09184,1.08955,1.09152
2016-02-02 04:00:00,1.09152,1.09231,1.09054,1.09121
2016-02-02 08:00:00,1.0912,1.09398,1.08923,1.09078
2016-02-02 12:00:00,1.09079,1.09234,1.08986,1.09133
2016-02-02 16:00:00,1.09132,1.09279,1.09128,1.09224
2016-02-02 20:00:00,1.09223,1.09357,1.09122,1.0914
2016-02-03 00:00:00,1.09141,1.09295,1.09036,1.09077
2016-02-03 04:00:00,1.09079,1.09353,1.09044,1.09346
2016-02-03 08:00:00,1.09347,1.108,1.09271,1.10524
2016-02-03 12:00:00,1.10523,1.11454,1.10464,1.11088
2016-02-03 16:00:00,1.11086,1.11165,1.10771,1.11108
2016-02-03 20:00:00,1.11108,1.11151,1.10746,1.10873
2016-02-04 00:00:00,1.10873,1.11403,1.10695,1.11326
2016-02-04 04:00:00,1.11327,1.1202,1.11306,1.11941
2016-02-04 08:00:00,1.11943,1.12392,1.11575,1.11985
2016-02-04 12:00:00,1.11984,1.12225,1.11849,1.12053
2016-02-04 16:00:00,1.12056,1.12156,1.11969,1.12051
2016-02-04 20:00:00,1.1205,1.12165,1.11906,1.11956
2016-02-05 00:00:00,1.11955,1.12081,1.11834,1.11932
2016-02-05 04:00:00,1.1193,1.12031,1.11829,1.1196
2016-02-05 08:00:00,1.11961,1.12449,1.11088,1.11306
2016-02-05 12:00:00,1.11307,1.1154,1.11248,1.11528
2016-02-05 16:00:00,1.11528,1.1166,1.11528,1.11541
2016-02-07 16:00:00,1.11408,1.11485,1.11343,1.11425
2016-02-07 20:00:00,1.11426,1.11497,1.11282,1.11321
2016-02-08 00:00:00,1.11321,1.11609,1.11293,1.11545
2016-02-08 04:00:00,1.11546,1.1184,1.11093,1.11164
2016-02-08 08:00:00,1.11165,1.11964,1.10864,1.11691
2016-02-08 12:00:00,1.1169,1.12158,1.11563,1.119
2016-02-08 16:00:00,1.11901,1.12091,1.11837,1.12007
