Datetime,Close,High,Low,Open,Volume
2024-05-15 23:00:00+00:00,1.2690999507904053,1.2700024843215942,1.2683756351470947,1.268777847290039,0
2024-05-16 03:00:00+00:00,1.2677806615829468,1.2694865465164185,1.2674592733383179,1.269083857536316,0
2024-05-16 07:00:00+00:00,1.2669775485992432,1.2686491012573242,1.2666724920272827,1.2676681280136108,0
2024-05-16 11:00:00+00:00,1.266800880432129,1.2675557136535645,1.2644623517990112,1.2669453620910645,0
2024-05-16 15:00:00+00:00,1.2674914598464966,1.2679896354675293,1.2667207717895508,1.2669293880462646,0
2024-05-16 19:00:00+00:00,1.2672022581100464,1.2675074338912964,1.266688585281372,1.2675074338912964,0
2024-05-16 23:00:00+00:00,1.2656145095825195,1.2672826051712036,1.2652943134307861,1.2671220302581787,0
2024-05-17 03:00:00+00:00,1.2663196325302124,1.2667207717895508,1.2655024528503418,1.2657105922698975,0
2024-05-17 07:00:00+00:00,1.2648781538009644,1.2669614553451538,1.264606237411499,1.2663196325302124,0
2024-05-17 11:00:00+00:00,1.269857406616211,1.269905686378479,1.2647181749343872,1.2651821374893188,0
2024-05-17 15:00:00+00:00,1.2708418369293213,1.2711002826690674,1.2695188522338867,1.269857406616211,0
2024-05-17 19:00:00+00:00,1.2705835103988647,1.2709063291549683,1.269921898841858,1.270809531211853,0
2024-05-19 23:00:00+00:00,1.2704381942749023,1.2708579301834106,1.2698090076446533,1.2701315879821777,0
2024-05-20 03:00:00+00:00,1.2701315879821777,1.2711163759231567,1.2700186967849731,1.2704219818115234,0
2024-05-20 07:00:00+00:00,1.27029287815094,1.2706642150878906,1.2690032720565796,1.2701960802078247,0
2024-05-20 11:00:00+00:00,1.2707933187484741,1.2711488008499146,1.2693737745285034,1.2702605724334717,0
2024-05-20 15:00:00+00:00,1.2710517644882202,1.272394061088562,1.2702445983886719,1.2706964015960693,0
2024-05-20 19:00:00+00:00,1.2709548473358154,1.2711809873580933,1.27029287815094,1.2711488008499146,0
2024-05-20 23:00:00+00:00,1.270551085472107,1.2711971998214722,1.2698252201080322,1.2709225416183472,0
2024-05-21 03:00:00+00:00,1.2709709405899048,1.271860122680664,1.2704381942749023,1.2705026865005493,0
2024-05-21 07:00:00+00:00,1.2716013193130493,1.2722970247268677,1.27048659324646,1.2711002826690674,0
2024-05-21 11:00:00+00:00,1.2723132371902466,1.2725884914398193,1.269261121749878,1.2717145681381226,0
2024-05-21 15:00:00+00:00,1.2711163759231567,1.2722970247268677,1.27029287815094,1.2722808122634888,0
2024-05-21 19:00:00+00:00,1.271213412284851,1.2716174125671387,1.270551085472107,1.2711488008499146,0
2024-05-21 23:00:00+00:00,1.2716983556747437,1.2722808122634888,1.2710356712341309,1.2712295055389404,0
2024-05-22 03:00:00+00:00,1.2758032083511353,1.2760961055755615,1.2708741426467896,1.2717145681381226,0
2024-05-22 07:00:00+00:00,1.2723617553710938,1.275835633277893,1.2721351385116577,1.275835633277893,0
2024-05-22 11:00:00+00:00,1.2725237607955933,1.2746973037719727,1.270099401473999,1.2723617553710938,0
2024-05-22 15:00:00+00:00,1.2714881896972656,1.275071144104004,1.2712295055389404,1.2725722789764404,0
2024-05-22 19:00:00+00:00,1.2721028327941895,1.2721836566925049,1.2711325883865356,1.2714719772338867,0
2024-05-22 23:00:00+00:00,1.2724751234054565,1.2726045846939087,1.271811604499817,1.2721513509750366,0
2024-05-23 03:00:00+00:00,1.2727018594741821,1.2732040882110596,1.2721513509750366,1.2725237607955933,0
2024-05-23 07:00:00+00:00,1.2724913358688354,1.2739177942276,1.2706480026245117,1.2725075483322144,0
2024-05-23 11:00:00+00:00,1.271164894104004,1.274616003036499,1.2707772254943848,1.2725722789764404,0
2024-05-23 15:00:00+00:00,1.268617033958435,1.2722322940826416,1.268617033958435,1.2711809873580933,0
2024-05-23 19:00:00+00:00,1.269534945487976,1.270099401473999,1.268617033958435,1.2686330080032349,0
2024-05-23 23:00:00+00:00,1.2690999507904053,1.269776701927185,1.2689549922943115,1.2696478366851807,0
2024-05-24 03:00:00+00:00,1.269261121749878,1.2697607278823853,1.2682629823684692,1.2689871788024902,0
2024-05-24 07:00:00+00:00,1.2721998691558838,1.2725075483322144,1.2695188522338867,1.2695188522338867,0
2024-05-24 11:00:00+00:00,1.2737879753112793,1.2737879753112793,1.2712457180023193,1.2721675634384155,0
2024-05-24 15:00:00+00:00,1.2737069129943848,1.2750385999679565,1.2732689380645752,1.273658275604248,0
2024-05-24 19:00:00+00:00,1.2739015817642212,1.274015188217163,1.2734960317611694,1.2736905813217163,0
2024-05-26 23:00:00+00:00,1.2741451263427734,1.2743724584579468,1.2734473943710327,1.2741613388061523,0
2024-05-27 03:00:00+00:00,1.2744373083114624,1.2744698524475098,1.2736743688583374,1.2741451263427734,0
2024-05-27 07:00:00+00:00,1.2756240367889404,1.2757542133331299,1.273463487625122,1.2744048833847046,0
2024-05-27 11:00:00+00:00,1.277759313583374,1.277759313583374,1.2744210958480835,1.2755916118621826,0
